idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,0.00063738614505516,11,0.85836081469816,0.2326,27,1.80839736725655e-05,1.80848155435078e-05,0.000162979707332851,,,,,,0.0909090909090909,,,,,,0,8.62645932586125e-09,0.0446765247057197
2,0.000424830895451985,11,0.708114097977095,0.191885902022905,22,1.48728711879701e-05,1.48416724181425e-05,0.000165629668186308,,,,,,0.0909090909090909,,,,,,0,1.08021071887337e-08,0.0751974603170689
3,0.000184861071344214,11,0.668774425867256,0.181225574132744,14,1.00157820211671e-05,9.57316800022998e-06,0.000173693832471905,,,,,,0.0909090909090909,,,,,,0,1.74228773676298e-08,0.0948869154436826
4,0.00017624657814897,11,0.629434753757418,0.170565246242582,14,9.79393756869449e-06,9.64423176541522e-06,0.00017430178650467,,,,,,0.0909090909090909,,,,,,0,1.79220145116304e-08,0.0943298068453162
5,0.000504467911585939,11,0.590095081647579,0.159904918352421,24,1.6153809435539e-05,1.61399528897901e-05,0.000164428013806581,,,,,,0.0909090909090909,,,,,,0,9.81553533815165e-09,0.0704875936294971
6,0.000731994789465637,11,0.55075540953774,0.14924459046226,29,1.93355025361835e-05,1.93918206515796e-05,0.000162210318151018,,,,,,0.0909090909090909,,,,,,0,7.99478209674773e-09,0.0301251544135361
7,0.00100249336340774,11,0.511415737427902,0.138584262572098,34,2.25265396819912e-05,2.26433822374398e-05,0.000160682297886494,,,,,,0.0909090909090909,,,,,,0,6.74026015971565e-09,0.0728306406864997
8,0.000186386168205523,11,0.472076065318063,0.127923934681937,14,1.0054570907844e-05,9.56151256381331e-06,0.000173591447036833,,,,,,0.0909090909090909,,,,,,0,1.73388177662532e-08,0.0494961422401844
9,0.00816637466966345,11,0.432736393208224,0.117263606791775,97,6.317987687085e-05,6.34643598842761e-05,0.000155202104273426,,,,,,0.0909090909090909,,,,,,0,2.24095915802569e-09,0.0960794702468304
10,0.00466508496435031,11,0.393396721098386,0.106603278901614,74,4.78987930132051e-05,4.87176912448953e-05,0.000156117292598711,,,,,,0.0909090909090909,,,,,,0,2.99233913461524e-09,0.0431349878928592
