idx,clientVars,mu,delay,period,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,avg_tot_interrupt_rate,avg_tot_interrupt_rate_per_timestep,avg_interrupt_over_runs,theoretical_interrupt_rate,activations,current_aoi_array,time_since_last_packet_was_generated,aoi_lambda,avg_tot_aoi_value
1,1.62551458943675e-08,0.0909090909090909,11,11,0.85836081469816,0.2326,,,,,13611,125,19,0.000126666666666667,7.38870267925794e-10,2.43638829080678e-05,4.83753956087874e-05,0,0,,0,0,0,1,-1,0.0533218068818449,
2,2.14843961832072e-14,0.0909090909090909,12,11,0.708114097977095,0.191885902022905,,,,,13611,7,18,0.00012,8.95183174300299e-16,2.65787813542557e-05,4.43441126413885e-05,0,0,,0,0,0,1,-1,0.0571758955840761,
3,1.78144234355005e-07,0.0909090909090909,13,11,0.668774425867256,0.181225574132744,,,,,13611,5,18,0.00012,6.85170132134635e-09,2.87936798004437e-05,4.09330270535894e-05,0,0,,0,0,0,1,-1,0.070062903501248,
4,9.86676883776195e-17,0.0909090909090909,14,11,0.629434753757418,0.170565246242582,,,,,13612,3,17,0.000113333333333333,3.52384601348641e-18,3.10085782466317e-05,3.80092394069044e-05,0,0,,0,0,0,1,-1,0.0185220716960409,
5,2.44126162195582e-08,0.0909090909090909,15,11,0.590095081647579,0.159904918352421,,,,,13610,2,16,0.000106666666666667,8.13753873985272e-10,3.32234766928197e-05,3.54752901131108e-05,0,0,,0,0,0,1,-1,0.0720083590446625,
6,6.81013335067664e-08,0.0909090909090909,16,11,0.55075540953774,0.14924459046226,,,,,13612,4,15,0.0001,2.12816667208645e-09,3.54383751390076e-05,3.32580844810414e-05,0,0,,0,0,0,1,-1,0.0399106263645806,
7,5.69812672323338e-08,0.0909090909090909,17,11,0.511415737427902,0.138584262572098,,,,,13609,1,14,9.33333333333333e-05,1.67591962448041e-09,3.76532735851956e-05,3.13017265703919e-05,0,0,,0,0,0,1,-1,0.0941193460890026,
8,6.00716887539101e-08,0.0909090909090909,18,11,0.472076065318063,0.127923934681937,,,,,13608,3,14,9.33333333333333e-05,1.66865802094195e-09,3.98681720313836e-05,2.95627417609257e-05,0,0,,0,0,0,1,-1,0.0986485309887319,
9,4.8689388489376e-08,0.0909090909090909,19,11,0.432736393208224,0.117263606791775,,,,,13610,1,13,8.66666666666667e-05,1.28129969708884e-09,4.20830704775716e-05,2.80068079840348e-05,0,0,,0,0,0,1,-1,0.056959385531875,
10,0.105338149032055,0.0909090909090909,20,11,0.393396721098386,0.106603278901614,,,,,13610,3,14,9.33333333333333e-05,0.00263345372580138,4.42979689237596e-05,2.66064675848331e-05,0,0,,0,0,0,1,-1,0.0472670695846899,
